age,gender,degree,born_US,Family_income,nation_education,nation_race,nation_arms,nation_welfare,Assistance_to_the_poor,Assistance_to_other_countries,social_security,pres16,tax,Immigration,race
79,Male,Graduate,Yes,"$20,000 ~ $39,999",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,NA,Strongly disagree,white
70,Male,Graduate,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,1,Strongly disagree,white
51,Male,High School,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,About right,Trump,NA,NA,white
23,Male,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,NA,Strongly disagree,white
39,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,Too little,Other,2,NA,white
69,Female,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,Disagree,white
59,Female,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,1,Neither,white
68,Male,Graduate,Yes,"$90,000 ~ $129,999",Too little,About right,Too much,Too little,NA,NA,About right,Clinton,NA,Neither,white
58,Female,Associate College,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,white
NA,NA,Bachelors,Yes,"$130,000 ~ $169,999",Too little,About right,Too much,About right,NA,NA,About right,Clinton,2,NA,white
44,Male,Bachelors,Yes,"$60,000 ~ $89,999",Too little,About right,Too little,Too much,NA,NA,Too much,Trump,1,Strongly agree,white
71,Male,Graduate,No,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,white
56,Male,High School,Yes,"$60,000 ~ $89,999",Too much,About right,Too much,About right,NA,NA,About right,Clinton,2,Disagree,white
35,Male,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,1,NA,white
38,Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,About right,Too little,Too much,NA,NA,Too little,Trump,1,Agree,white
42,Female,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,1,NA,black
57,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,NA,NA,black
70,Female,Bachelors,Yes,"$20,000 ~ $39,999",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,1,NA,white
57,Female,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,About right,About right,Too little,Clinton,1,NA,white
76,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,NA,NA,white
56,Female,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,NA,NA,white
59,Male,Graduate,Yes,"$170,000 or over",Too little,Too little,About right,Too little,NA,NA,About right,Clinton,3,NA,white
33,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,white
57,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too much,About right,About right,Too much,NA,NA,Too little,Did not vote,NA,NA,white
35,Male,Bachelors,Yes,"$170,000 or over",Too little,About right,About right,About right,NA,NA,About right,Other,1,Agree,white
62,Female,High School,Yes,"$60,000 ~ $89,999",About right,Too much,Too little,Too much,NA,NA,Too much,Trump,1,NA,white
84,Male,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,About right,Too much,About right,Trump,1,NA,white
41,Female,Bachelors,Yes,"$130,000 ~ $169,999",Too little,Too little,Too little,About right,NA,NA,Too little,Trump,2,NA,white
32,Male,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,About right,Too much,Too much,Trump,2,Agree,white
67,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,About right,About right,Too much,NA,NA,About right,Clinton,1,NA,white
53,Male,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,Neither,black
78,Male,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too much,Too much,Too little,Clinton,2,Neither,white
67,Female,High School,Yes,"$40,000 ~ $59,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,1,Disagree,black
80,Male,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,white
86,Male,Bachelors,Yes,"$20,000 ~ $39,999",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,2,NA,white
60,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too much,Too much,About right,Trump,2,NA,white
NA,Male,Bachelors,Yes,"$60,000 ~ $89,999",Too little,About right,About right,About right,NA,NA,About right,Trump,2,Neither,white
67,Male,High School,Yes,NA,Too little,Too little,Too little,Too little,NA,NA,Too little,Clinton,1,NA,black
80,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,About right,About right,Other,NA,NA,white
41,Female,Graduate,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,NA,Disagree,NA
29,Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,2,Strongly disagree,white
68,Male,High School,No,"$20,000 ~ $39,999",NA,NA,NA,NA,About right,Too much,About right,Trump,2,NA,white
68,Male,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too much,Too much,About right,Clinton,1,Disagree,white
36,Male,Bachelors,No,"$60,000 ~ $89,999",Too little,Too little,About right,Too little,NA,NA,About right,Trump,NA,Neither,asian
35,Male,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,2,Disagree,white
60,Male,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,About right,About right,Clinton,NA,NA,white
40,Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,About right,About right,Clinton,NA,NA,white
25,Male,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,2,Strongly disagree,white
67,Male,High School,Yes,"$60,000 ~ $89,999",Too much,NA,Too much,Too little,NA,NA,Too little,Trump,1,NA,white
69,Female,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,About right,Too much,Too little,Trump,1,NA,white
57,Male,High School,Yes,"$10,000 ~ $19,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Neither,white
38,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Other,3,NA,white
39,Male,Bachelors,Yes,"$40,000 ~ $59,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Strongly disagree,white
85,Female,Bachelors,Yes,"$20,000 ~ $39,999",About right,About right,About right,Too much,NA,NA,About right,Trump,NA,Agree,white
72,Female,Bachelors,Yes,"$40,000 ~ $59,999",About right,Too little,About right,About right,NA,NA,About right,Clinton,2,Disagree,white
59,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,2,NA,white
83,Female,High School,Yes,"$60,000 ~ $89,999",About right,Too much,Too little,Too much,NA,NA,Too little,Trump,1,NA,white
62,Male,High School,Yes,"$130,000 ~ $169,999",Too much,Too much,About right,Too much,NA,NA,Too little,Trump,1,NA,white
65,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,black
73,Female,Graduate,Yes,"$60,000 ~ $89,999",Too little,About right,About right,About right,NA,NA,About right,Clinton,2,Disagree,white
76,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Trump,1,Neither,white
73,Female,High School,Yes,"$20,000 ~ $39,999",Too much,Too little,Too little,Too much,NA,NA,About right,Trump,1,NA,white
49,Female,Bachelors,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,NA,NA,black
50,Female,Associate College,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,About right,Trump,1,Strongly agree,white
57,Male,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,2,Disagree,white
61,Female,Associate College,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Neither,black
32,Male,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,2,NA,white
53,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,white
65,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,white
37,Male,High School,Yes,NA,About right,Too much,Too little,Too much,NA,NA,Too little,Trump,1,Strongly agree,white
43,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,NA,NA,other
61,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,2,NA,white
58,Female,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,1,Disagree,white
29,Female,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,black
33,Male,Associate College,Yes,"$40,000 ~ $59,999",Too little,Too little,About right,Too much,NA,NA,Too little,Clinton,1,Neither,white
73,Male,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,2,NA,white
71,Female,Bachelors,Yes,"$10,000 ~ $19,999",About right,About right,Too little,Too much,NA,NA,About right,Trump,NA,Agree,white
38,Female,Graduate,Yes,"$130,000 ~ $169,999",Too little,About right,Too much,Too much,NA,NA,Too little,Clinton,1,Neither,white
63,Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,NA,white
75,Male,Graduate,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,2,NA,white
61,Female,High School,Yes,"Under $10,000",Too little,Too little,Too little,Too little,NA,NA,Too little,Clinton,NA,Disagree,other
81,Female,High School,No,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Did not vote,NA,NA,white
38,Transgender,High School,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too little,NA,NA,About right,Other,2,Neither,white
70,Female,Bachelors,Yes,Refused,Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,2,Strongly agree,white
62,Female,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,About right,Clinton,2,Agree,white
50,Female,Associate College,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too much,Too much,Too much,Trump,1,NA,white
50,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,2,Agree,white
38,Female,High School,Yes,NA,Too little,Too little,About right,Too much,NA,NA,About right,Trump,NA,Neither,white
36,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,About right,About right,Clinton,2,Disagree,white
62,Female,Graduate,Yes,"$170,000 or over",Too much,Too much,About right,Too much,NA,NA,About right,Trump,1,Agree,white
60,Female,Associate College,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,NA,white
60,Female,High School,Yes,"$40,000 ~ $59,999",Too little,Too little,Too little,Too much,NA,NA,Too little,Clinton,1,Disagree,black
47,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,Disagree,white
60,Male,High School,Yes,"$130,000 ~ $169,999",Too little,Too little,Too much,Too much,NA,NA,Too little,Clinton,1,Agree,black
71,Female,Graduate,Yes,NA,NA,NA,NA,NA,About right,About right,About right,Clinton,2,Strongly disagree,white
68,Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,black
NA,Female,High School,Yes,"$20,000 ~ $39,999",About right,About right,Too little,About right,NA,NA,About right,Trump,1,NA,white
46,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,1,Neither,black
83,Female,Bachelors,Yes,"$130,000 ~ $169,999",Too much,Too much,Too little,Too much,NA,NA,Too little,Trump,NA,Agree,white
75,Male,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,2,NA,black
43,Transgender,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,NA,Too little,Other,1,Disagree,other
82,Male,High School,No,NA,NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,white
52,Female,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,NA,white
25,Male,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,NA,Disagree,white
81,Male,Graduate,No,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,Disagree,white
57,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,2,NA,black
52,Female,Associate College,Yes,"$40,000 ~ $59,999",About right,Too much,Too little,Too much,NA,NA,Too little,Trump,1,NA,white
63,Male,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,NA,black
26,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,About right,Did not vote,NA,NA,white
46,Female,High School,No,"$40,000 ~ $59,999",Too little,Too little,Too little,Too little,NA,NA,About right,Clinton,2,Neither,other
83,Male,Graduate,Yes,NA,NA,NA,NA,NA,Too little,Too much,Too little,Trump,2,NA,white
44,Female,Graduate,Yes,NA,NA,NA,NA,NA,About right,About right,Too little,Trump,1,NA,white
74,Male,Bachelors,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,About right,Too little,Other,2,Neither,white
NA,Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,1,NA,white
68,Female,High School,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,white
47,Female,Bachelors,No,"$90,000 ~ $129,999",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,1,NA,black
30,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,1,Strongly disagree,other
35,Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,white
NA,Female,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,Too much,About right,Clinton,1,Disagree,white
32,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,NA,Strongly disagree,white
29,Male,Graduate,Yes,"$20,000 ~ $39,999",Too little,About right,Too much,About right,NA,NA,Too much,Clinton,2,Strongly disagree,white
67,Female,High School,Yes,"$20,000 ~ $39,999",Too little,About right,Too little,Too much,NA,NA,Too little,Trump,2,NA,white
51,Male,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,1,NA,other
44,Male,Graduate,Yes,"$170,000 or over",Too little,Too little,About right,About right,NA,NA,About right,Clinton,1,NA,white
38,Female,Graduate,Yes,"$20,000 ~ $39,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,1,Neither,hispanic
65,Female,Graduate,Yes,NA,About right,About right,Too much,Too much,NA,NA,Too little,Clinton,1,Disagree,white
56,Female,High School,Yes,NA,NA,NA,NA,NA,Too little,NA,Too little,Trump,1,NA,white
60,Female,Graduate,Yes,"$20,000 ~ $39,999",Too little,About right,About right,Too much,NA,NA,About right,Trump,1,Neither,white
51,Female,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,About right,Clinton,NA,NA,white
61,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,Strongly disagree,white
51,Male,Bachelors,Yes,"$40,000 ~ $59,999",Too much,Too much,Too little,Too much,NA,NA,Too much,Trump,1,NA,white
84,Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,NA,NA,white
46,Female,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,NA,Strongly disagree,other
65,Female,Less than high school,Yes,"$170,000 or over",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,NA,Neither,white
79,Female,High School,Yes,NA,NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,Agree,other
51,Male,High School,Yes,"$60,000 ~ $89,999",Too little,Too much,Too little,Too little,NA,NA,Too little,Trump,1,NA,white
56,Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,NA,white
56,Female,Graduate,Yes,"$90,000 ~ $129,999",Too much,Too much,Too little,Too much,NA,NA,About right,Trump,1,Strongly agree,white
40,Male,Graduate,Yes,"$170,000 or over",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,NA,Strongly disagree,white
NA,NA,High School,Yes,NA,NA,NA,NA,NA,Too little,About right,Too little,Trump,NA,NA,white
54,Female,Graduate,Yes,"$170,000 or over",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,3,NA,white
58,Female,Associate College,Yes,"$60,000 ~ $89,999",About right,Too little,Too little,Too much,NA,NA,Too little,Clinton,NA,Disagree,white
53,Female,Graduate,Yes,"$170,000 or over",About right,About right,About right,About right,NA,NA,About right,Other,NA,Neither,white
36,Male,Associate College,Yes,"$60,000 ~ $89,999",Too little,Too little,Too little,About right,NA,NA,Too little,Trump,1,Strongly agree,american_native
57,Female,High School,Yes,"$10,000 ~ $19,999",Too little,About right,About right,About right,NA,NA,Too little,Trump,1,Agree,hispanic
74,Female,Associate College,Yes,"$60,000 ~ $89,999",Too little,Too little,Too little,About right,NA,NA,About right,Did not vote,1,Agree,white
89,Female,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,NA,white
76,Male,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too little,About right,Clinton,NA,NA,white
79,Male,Bachelors,Yes,"$170,000 or over",Too little,Too little,About right,Too little,NA,NA,About right,Clinton,2,NA,white
67,Female,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,other
38,Male,Associate College,Yes,"$60,000 ~ $89,999",Too much,Too much,Too much,Too much,NA,NA,Too much,Other,NA,Neither,white
72,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,white
51,Female,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,Disagree,white
59,Female,Associate College,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,About right,About right,Clinton,1,NA,white
51,Male,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,Too little,About right,Clinton,2,Strongly disagree,white
37,Female,High School,No,"$40,000 ~ $59,999",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,NA,Neither,black
51,Male,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,Too much,Too little,Did not vote,NA,NA,white
49,Male,Bachelors,No,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,NA,NA,black
73,Female,Bachelors,Yes,"$170,000 or over",About right,About right,Too much,About right,NA,NA,Too much,Clinton,2,NA,white
74,Female,Graduate,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,About right,Too much,Too little,Did not vote,1,Agree,white
68,Male,Associate College,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,Disagree,white
63,Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,Strongly disagree,white
NA,Female,High School,Yes,"$40,000 ~ $59,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,2,NA,black
56,Male,High School,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,NA,NA,Clinton,2,NA,white
76,Female,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,Disagree,white
80,Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,white
76,Male,Graduate,Yes,"Under $10,000",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,black
41,Female,High School,Yes,NA,NA,NA,NA,NA,Too much,Too much,Too little,Trump,NA,NA,white
31,Male,Graduate,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,3,Strongly disagree,white
84,Male,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,1,Disagree,black
68,Female,Associate College,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,black
31,Female,High School,Yes,NA,NA,NA,NA,NA,Too little,Too little,Too little,Clinton,NA,NA,other
68,Male,Graduate,Yes,"$60,000 ~ $89,999",About right,Too much,About right,Too much,NA,NA,About right,Trump,2,Agree,white
65,Male,Graduate,No,"$40,000 ~ $59,999",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,NA,Disagree,asian
NA,Male,Graduate,Yes,"$40,000 ~ $59,999",Too little,About right,About right,Too much,NA,NA,Too little,Trump,NA,NA,white
NA,Female,Bachelors,No,NA,NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,other
44,Female,Graduate,No,NA,NA,NA,NA,NA,Too little,About right,About right,Clinton,NA,NA,asian
54,Female,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,1,NA,white
46,Male,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too much,Clinton,NA,NA,other
67,Male,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,1,Neither,white
50,Female,Bachelors,Yes,"$90,000 ~ $129,999",About right,About right,Too little,Too much,NA,NA,About right,Did not vote,2,NA,white
58,Female,Bachelors,Yes,"$40,000 ~ $59,999",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,2,NA,white
43,Female,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,1,Strongly disagree,white
56,Male,Bachelors,Yes,"$170,000 or over",About right,Too little,About right,Too much,NA,NA,Too little,Clinton,1,NA,white
29,Female,Associate College,Yes,"$10,000 ~ $19,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,NA,Neither,black
73,Male,Bachelors,No,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,1,Neither,white
44,Male,High School,Yes,"$90,000 ~ $129,999",Too little,Too little,Too little,Too much,NA,NA,Too little,Trump,1,NA,white
46,Female,Associate College,Yes,"$40,000 ~ $59,999",Too little,About right,About right,Too much,NA,NA,Too little,Clinton,2,NA,black
35,Female,Associate College,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,1,NA,white
53,Female,High School,Yes,"$10,000 ~ $19,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,2,Strongly disagree,white
55,Female,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,About right,Clinton,NA,NA,white
47,Female,Associate College,Yes,"$10,000 ~ $19,999",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,2,Neither,black
63,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,2,Disagree,white
27,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,1,NA,white
47,Female,High School,Yes,"$10,000 ~ $19,999",Too little,Too much,About right,Too little,NA,NA,Too little,Trump,NA,Strongly agree,white
80,Male,Associate College,Yes,"$130,000 ~ $169,999",Too little,About right,Too little,About right,NA,NA,About right,Trump,2,Agree,white
59,Female,Bachelors,Yes,"$130,000 ~ $169,999",About right,Too little,About right,About right,NA,NA,About right,Clinton,2,Disagree,white
66,Female,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,2,NA,white
26,NA,High School,Yes,"$60,000 ~ $89,999",Too little,About right,Too much,About right,NA,NA,Too little,Did not vote,1,Strongly disagree,white
69,Female,Less than high school,No,"Under $10,000",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,white
65,Male,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,About right,Too much,Too little,Other,1,NA,black
53,Male,High School,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,About right,About right,Too little,Trump,1,NA,white
55,Female,Associate College,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too much,Too much,NA,Trump,1,Agree,white
72,Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,NA,white
68,Female,High School,Yes,"$40,000 ~ $59,999",About right,About right,Too little,Too much,NA,NA,About right,Trump,NA,Agree,white
28,Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,Disagree,white
43,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,2,NA,black
29,Female,High School,Yes,NA,Too little,Too little,About right,About right,NA,NA,About right,Clinton,1,NA,white
31,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too little,About right,Clinton,NA,NA,white
54,Female,High School,Yes,"$60,000 ~ $89,999",Too little,About right,About right,About right,NA,NA,About right,Clinton,1,Neither,white
61,Male,Bachelors,Yes,"$170,000 or over",Too much,Too much,About right,Too much,NA,NA,About right,Clinton,NA,Agree,white
69,Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,white
59,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,Too much,Too little,Other,NA,NA,white
66,Female,Bachelors,Yes,"$40,000 ~ $59,999",Too little,Too much,About right,Too much,NA,NA,Too little,Trump,1,Strongly agree,white
51,Female,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,white
32,Female,High School,Yes,NA,Too little,About right,About right,Too much,NA,NA,Too little,Trump,1,NA,white
59,Female,Associate College,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,About right,About right,Trump,2,Neither,white
81,Female,High School,Yes,"$20,000 ~ $39,999",About right,About right,Too little,Too much,NA,NA,Too little,Trump,2,Neither,white
67,Male,Bachelors,Yes,"$170,000 or over",About right,Too much,Too little,Too much,NA,NA,About right,Trump,NA,Strongly agree,white
72,Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,NA,NA,white
50,Female,Bachelors,Yes,"$20,000 ~ $39,999",Too little,Too much,Too much,Too much,NA,NA,Too little,Clinton,NA,Agree,hispanic
